Label,WikiDate ID,English Description,Language,Wiki Short Lang,Entry
Diane (given name),Q3026175,female given name,English,en,Diane (given name)
Diane (given name),Q3026175,female given name,Estonian,et,Diane
Diane (given name),Q3026175,female given name,French,fr,Diane (prénom)
Diane (given name),Q3026175,female given name,Norwegian,no,Diane
Diann,Q5271653,Wikimedia disambiguation page,English,en,Diann
Dianna,Q18085199,female given name,English,en,Dianna
Diarmaid,Q3706827,male given name,English,en,Diarmaid
Diarmaid,Q3706827,male given name,Italian,it,Diarmaid
Diarmaid,Q3706827,male given name,Russian,ru,Диармайт
Dib (name),Q55643807,list of people with the name Dib,English,en,Dib (name)
Dickey (name),Q5273655,family name,English,en,Dickey (name)
Dickie (name),Q5273676,family name,English,en,Dickie (name)
Dickinson (name),Q10471460,family name,Cebuano,ceb,Dickinson (awtor)
Dickinson (name),Q10471460,family name,German,de,Dickinson (Familienname)
Dickinson (name),Q10471460,family name,English,en,Dickinson (name)
Dickinson (name),Q10471460,family name,Latvian,lv,Dikinsons
Dickinson (name),Q10471460,family name,Romanian,ro,Dickinson (autor)
Dickinson (name),Q10471460,family name,Swedish,sv,Dickinson (efternamn)
Dickinson (name),Q10471460,family name,Waray,war,Dickinson (awtor)
Dickon,Q5273762,male given name,English,en,Dickon
Dickson (given name),Q16275524,male given name,German,de,Dickson (Vorname)
Dickson (given name),Q16275524,male given name,English,en,Dickson (given name)
Dicle (name),Q1210251,Wikimedia disambiguation page,Cebuano,ceb,Dicle
Dicle (name),Q1210251,Wikimedia disambiguation page,German,de,Dicle
Dicle (name),Q1210251,Wikimedia disambiguation page,English,en,Dicle (name)
Dicle (name),Q1210251,Wikimedia disambiguation page,Kurdish,ku,Dicle
Dicle (name),Q1210251,Wikimedia disambiguation page,Russian,ru,Диджле (значения)
Dicle (name),Q1210251,Wikimedia disambiguation page,Turkish,tr,Dicle (anlam ayrımı)
Didak,Q55467786,family name,English,en,Didak
Didem,Q5274111,Wikimedia disambiguation page,English,en,Didem
Didem,Q5274111,Wikimedia disambiguation page,Korean,ko,디뎀
Didem,Q5274111,Wikimedia disambiguation page,Turkish,tr,Didem (anlam ayrımı)
Diderik,Q5274119,male given name,English,en,Diderik
Didier,Q20643801,family name,English,en,Didier
Didier,Q20643801,family name,Luxembourgish,lb,Didier
Didzis,Q116873163,No description defined,English,en,Didzis
Diederich,Q21502049,family name,English,en,Diederich
Diederich,Q21502049,family name,Luxembourgish,lb,Diederich
Diederik,Q18642254,male given name,English,en,Diederik
Diederik,Q18642254,male given name,Dutch,nl,Diederik
Diedrich,Q20804429,male given name,English,en,Diedrich
Diedrich,Q20804429,male given name,Low German,nds,Diedrich
Diepold,Q1221201,Wikimedia disambiguation page,German,de,Diepold
Diepold,Q1221201,Wikimedia disambiguation page,English,en,Diepold
Dieterich,Q21448111,family name,English,en,Dieterich
Dieterich,Q21448111,family name,French,fr,Dieterich
Diether,Q20992528,male given name,English,en,Diether
Dietmar,Q1223327,male given name,German,de,Dietmar
Dietmar,Q1223327,male given name,English,en,Dietmar
Dietmar,Q1223327,male given name,Japanese,ja,ディートマー
Dietmar,Q1223327,male given name,Korean,ko,디트마어
Dietrick,Q24278776,family name,English,en,Dietrick
Dietrick,Q24278776,family name,Russian,ru,Дитрик
Dieumerci,Q110772591,No description defined,English,en,Dieumerci
Digby (name),Q65120776,name,English,en,Digby (name)
Digvijay,Q111912817,given name,English,en,Digvijay
Diiriye,Q107222134,Wikimedia disambiguation page,English,en,Diiriye
Dijana,Q5276485,Wikimedia disambiguation page,English,en,Dijana
Dijana,Q5276485,Wikimedia disambiguation page,Serbian,sr,Дијана (вишезначна одредница)
Dikko,Q56538186,family name,English,en,Dikko
Dilara,Q477534,female given name,German,de,Dilara
Dilara,Q477534,female given name,English,en,Dilara
Dilara,Q477534,female given name,French,fr,Dilara
Dilara,Q477534,female given name,Swedish,sv,Dilara
Dilaver,Q21491180,family name,English,en,Dilaver
Dilaver,Q21491180,family name,Uzbek,uz,Dilaver
Dilbagh,Q107489785,No description defined,English,en,Dilbagh
Dilber,Q107673577,name: given and family name,English,en,Dilber
Dileesh,Q48724346,No description defined,English,en,Dileesh
Dilek,Q5998348,Wikimedia disambiguation page,English,en,Dilek
Dilek,Q5998348,Wikimedia disambiguation page,Turkish,tr,Dilek
Diletta,Q3707672,female given name,Breton,br,Diletta
Diletta,Q3707672,female given name,English,en,Diletta
Diletta,Q3707672,female given name,Italian,it,Diletta
Dillard (name),Q37541291,family name,English,en,Dillard (name)
Dillon (given name),Q20000282,male given name,English,en,Dillon (given name)
Dilmurat,Q102363825,Wikimedia disambiguation page,English,en,Dilmurat
Dilmurat,Q102363825,Wikimedia disambiguation page,Indonesian,id,Dilmurat
Dilshad,Q96476899,No description defined,English,en,Dilshad
Dilshan,Q112665693,No description defined,English,en,Dilshan
Dilshod,Q26806306,Wikimedia list article,English,en,Dilshod
Dilshod,Q26806306,Wikimedia list article,Tajik,tg,Дилшод
Dilson,Q96476900,family name,English,en,Dilson
Dilum,Q105703648,No description defined,English,en,Dilum
Dilys,Q3707700,female given name,English,en,Dilys
Dilys,Q3707700,female given name,Italian,it,Dilys
Dimitar,Q106729666,Wikimedia list of persons by given name,English,en,Dimitar
Dimitar,Q106729666,Wikimedia list of persons by given name,French,fr,Dimitar
Dimitrie,Q5277524,Wikimedia disambiguation page,English,en,Dimitrie
Dimitrie,Q5277524,Wikimedia disambiguation page,Japanese,ja,ディミトリエ
Dimitrije,Q5277547,male given name,English,en,Dimitrije
Dimitrije,Q5277547,male given name,Serbian,sr,Димитрије
Dimitris,Q5277624,Wikimedia disambiguation page,Czech,cs,Dimitris
Dimitris,Q5277624,Wikimedia disambiguation page,English,en,Dimitris
Dimitris,Q5277624,Wikimedia disambiguation page,Persian,fa,دیمیتریس
Dimitris,Q5277624,Wikimedia disambiguation page,Japanese,ja,ディミトリス
Dimo (name),Q21179024,Wikimedia disambiguation page,English,en,Dimo (name)
Dimo (name),Q21179024,Wikimedia disambiguation page,Romanian,ro,Dimo
Dimo (name),Q21179024,Wikimedia disambiguation page,Russian,ru,Димо
Dimos,Q37516974,family name,English,en,Dimos
Din (name),Q20001868,male given name,English,en,Din (name)
Dina,Q905581,female given name,Alemannisch,gsw,Dina
Dina,Q905581,female given name,Czech,cs,Dina
Dina,Q905581,female given name,Danish,da,Dina
Dina,Q905581,female given name,German,de,Dina (Vorname)
Dina,Q905581,female given name,English,en,Dina
Dina,Q905581,female given name,Estonian,et,Dina (eesnimi)
Dina,Q905581,female given name,Finnish,fi,Dina (nimi)
Dina,Q905581,female given name,Hungarian,hu,Dina (keresztnév)
Dina,Q905581,female given name,Italian,it,Dina (nome)
Dina,Q905581,female given name,Dutch,nl,Dina (voornaam)
Dina,Q905581,female given name,Norwegian Nynorsk,nn,Dina
Dina,Q905581,female given name,Norwegian,no,Dina
Dina,Q905581,female given name,Polish,pl,Dina
Dina,Q905581,female given name,Russian,ru,Дина (имя)
Dina,Q905581,female given name,Simple English,en-simple,Dina (name)
Dina,Q905581,female given name,Swedish,sv,Dina
Dinah (given name),Q5277895,female given name,English,en,Dinah (given name)
Dinara (given name),Q111912464,No description defined,English,en,Dinara (given name)
Dindar (name),Q113002366,No description defined,English,en,Dindar (name)
Dinei,Q110633674,No description defined,English,en,Dinei
Dinesh,Q1226314,male given name,German,de,Dinesh
Dinesh,Q1226314,male given name,English,en,Dinesh
Dinesh,Q1226314,male given name,Hindi,hi,दिनेश
Dinesh,Q1226314,male given name,Tamil,ta,தினேஷ்
Dingaan,Q108913231,No description defined,English,en,Dingaan
Dinho,Q10266461,Wikimedia disambiguation page,English,en,Dinho
Dinho,Q10266461,Wikimedia disambiguation page,Portuguese,pt,Dinho
Dinicu,Q21449389,family name,English,en,Dinicu
Dinis (given name),Q16275529,male given name,English,en,Dinis (given name)
Dinis (given name),Q16275529,male given name,Ukrainian,uk,Дініш (ім'я)
Dinko,Q5278370,Wikimedia disambiguation page,Cebuano,ceb,Dinko
Dinko,Q5278370,Wikimedia disambiguation page,English,en,Dinko
Dinmukhamed,Q30315596,given name,English,en,Dinmukhamed
Dinmukhamed,Q30315596,given name,Cantonese,yue,Dinmukhamed
Dinny,Q5278454,Wikimedia disambiguation page,English,en,Dinny
Dino (given name),Q1226597,male given name,Danish,da,Dino (drengenavn)
Dino (given name),Q1226597,male given name,German,de,Dino (Vorname)
Dino (given name),Q1226597,male given name,English,en,Dino (given name)
Dino (given name),Q1226597,male given name,Finnish,fi,Dino
Dino (given name),Q1226597,male given name,French,fr,Dino (prénom)
Dino (given name),Q1226597,male given name,Italian,it,Dino
Dinshaw,Q110565178,No description defined,English,en,Dinshaw
Dinu,Q1226735,Wikimedia disambiguation page,German,de,Dinu
Dinu,Q1226735,Wikimedia disambiguation page,English,en,Dinu
Dinu,Q1226735,Wikimedia disambiguation page,Italian,it,Dinu
Dinu,Q1226735,Wikimedia disambiguation page,Low German,nds,Dinu
Dinu,Q1226735,Wikimedia disambiguation page,Romanian,ro,Dinu
Dinu,Q1226735,Wikimedia disambiguation page,Russian,ru,Дину
Dinuk,Q48724191,No description defined,English,en,Dinuk
Diodotus,Q905797,Wikimedia disambiguation page,Catalan,ca,Diòdot
Diodotus,Q905797,Wikimedia disambiguation page,German,de,Diodotos
Diodotus,Q905797,Wikimedia disambiguation page,Greek,el,Διόδοτος
Diodotus,Q905797,Wikimedia disambiguation page,English,en,Diodotus
Diodotus,Q905797,Wikimedia disambiguation page,Spanish,es,Diodoto
Diodotus,Q905797,Wikimedia disambiguation page,Finnish,fi,Diodotos
Diodotus,Q905797,Wikimedia disambiguation page,French,fr,Diodote
Diodotus,Q905797,Wikimedia disambiguation page,Hungarian,hu,Diodotosz (egyértelműsítő lap)
Diodotus,Q905797,Wikimedia disambiguation page,Armenian,hy,Դիոդոտոս (այլ կիրառումներ)
Diodotus,Q905797,Wikimedia disambiguation page,Italian,it,Diodoto
Diodotus,Q905797,Wikimedia disambiguation page,Japanese,ja,ディオドトス
Diodotus,Q905797,Wikimedia disambiguation page,Korean,ko,디오도토스
Diodotus,Q905797,Wikimedia disambiguation page,Latin,la,Diodotus (discretiva)
Diodotus,Q905797,Wikimedia disambiguation page,Dutch,nl,Diodotos
Diodotus,Q905797,Wikimedia disambiguation page,Polish,pl,Diodotos
Diodotus,Q905797,Wikimedia disambiguation page,Portuguese,pt,Diódoto (desambiguação)
Diodotus,Q905797,Wikimedia disambiguation page,Russian,ru,Диодот
Diodotus,Q905797,Wikimedia disambiguation page,Slovak,sk,Diodotos
Diodotus,Q905797,Wikimedia disambiguation page,Ukrainian,uk,Діодот
Diogo (name),Q13479698,male given name,English,en,Diogo (name)
Diogo (name),Q13479698,male given name,Portuguese,pt,Diogo (nome)
Dionicio,Q65073912,male given name,English,en,Dionicio
Dionigi,Q18755450,family name,English,en,Dionigi
Dionne (name),Q16275531,family name,English,en,Dionne (name)
Dionysius,Q18606276,male given name,English,en,Dionysius
Dionysius,Q18606276,male given name,Dutch,nl,Dionysius (naam)
Diosdado,Q37066580,family name,English,en,Diosdado
Dipak,Q25114356,given name,English,en,Dipak
Dirck,Q5280185,Wikimedia disambiguation page,English,en,Dirck
Dirck,Q5280185,Wikimedia disambiguation page,Indonesian,id,Dirck
Dirck,Q5280185,Wikimedia disambiguation page,Portuguese,pt,Dirck
Dirk (name),Q1605531,male given name,German,de,Dirk (Vorname)
Dirk (name),Q1605531,male given name,English,en,Dirk (name)
Dirk (name),Q1605531,male given name,French,fr,Dirk (prénom)
Dirk (name),Q1605531,male given name,Indonesian,id,Dirk
Dirk (name),Q1605531,male given name,Japanese,ja,ディルク
Dirk (name),Q1605531,male given name,Dutch,nl,Dirk
Dirk (name),Q1605531,male given name,Russian,ru,Дирк
Dirk (name),Q1605531,male given name,Swedish,sv,Dirk (mansnamn)
Dirkie,Q96476903,No description defined,English,en,Dirkie
Disa (name),Q5281157,female given name,English,en,Disa (name)
Disa (name),Q5281157,female given name,Swedish,sv,Disa
Disha,Q111911535,No description defined,English,en,Disha
Ditlef,Q96476904,No description defined,English,en,Ditlef
Ditlev,Q5283677,male given name,English,en,Ditlev
Divina (name),Q116304422,Wikimedia disambiguation page,English,en,Divina (name)
Divine (given name),Q110761455,No description defined,English,en,Divine (given name)
Divna,Q16775106,Wikimedia disambiguation page,English,en,Divna
Divya (name),Q16290281,female given name,English,en,Divya (name)
Dixie (name),Q30669909,name: given name and surname,English,en,Dixie (name)
Dixie (name),Q30669909,name: given name and surname,Italian,it,Dixie (nome)
Diya (name),Q115798508,No description defined,English,en,Diya (name)
Djalma,Q4159781,Wikimedia disambiguation page,English,en,Djalma
Djalma,Q4159781,Wikimedia disambiguation page,Russian,ru,Джалма
Djamal,Q86009956,male given name,English,en,Djamal
Djamel,Q3160858,given name,English,en,Djamel
Djehuty (given name),Q106623307,No description defined,English,en,Djehuty (given name)
Djibo (name),Q16275535,given name,English,en,Djibo (name)
Đoka,Q28403956,male given name,English,en,Đoka
Đuraš,Q22193750,Wikimedia disambiguation page,English,en,Đuraš
Dmitry,Q19002866,Russian male given name (Дмитрий),Arabic,ar,ديميتري (اسم)
Dmitry,Q19002866,Russian male given name (Дмитрий),Belarusian (Taraškievica orthography),be-tarask,Зьміцер
Dmitry,Q19002866,Russian male given name (Дмитрий),Bulgarian,bg,Дмитрий
Dmitry,Q19002866,Russian male given name (Дмитрий),German,de,Dmitri
Dmitry,Q19002866,Russian male given name (Дмитрий),English,en,Dmitry
Dmitry,Q19002866,Russian male given name (Дмитрий),Estonian,et,Dmitri
Dmitry,Q19002866,Russian male given name (Дмитрий),Georgian,ka,დიმიტრი
Dmitry,Q19002866,Russian male given name (Дмитрий),Norwegian,no,Dmitrij
Dmitry,Q19002866,Russian male given name (Дмитрий),Russian,ru,Дмитрий
Dmitry,Q19002866,Russian male given name (Дмитрий),Chinese,zh,德米特里
Dmytro,Q5285802,male given name (Дмитро),English,en,Dmytro
Dmytro,Q5285802,male given name (Дмитро),Ukrainian,uk,Дмитро
Dnyandeo,Q30670141,given name,English,en,Dnyandeo
Do-hee (name),Q18111932,Korean female given name 도희,German,de,Dohee
Do-hee (name),Q18111932,Korean female given name 도희,English,en,Do-hee (name)
Do-hun,Q16255562,Korean male given name (도훈),English,en,Do-hun
Do-hyun,Q5285887,Korean unisex given name (도현),English,en,Do-hyun
Do-won,Q18111936,Korean male given name 도원,English,en,Do-won
Do-yeon,Q5285891,Korean unisex given name (도연),English,en,Do-yeon
Do-yeong,Q69507141,Korean unisex given name (도영),English,en,Do-yeong
Doak (name),Q60795781,No description defined,English,en,Doak (name)
Dobie (name),Q16275539,family name,English,en,Dobie (name)
Dobri (given name),Q55643815,No description defined,English,en,Dobri (given name)
Dobrin (name),Q16275543,family name,English,en,Dobrin (name)
Dobrin (name),Q16275543,family name,Slovenian,sl,Dobrin
Dobrivoje,Q16869592,Wikimedia disambiguation page,English,en,Dobrivoje
Dobrogost,Q5286777,male given name,Belarusian (Taraškievica orthography),be-tarask,Дабрагост
Dobrogost,Q5286777,male given name,English,en,Dobrogost
Dobrogost,Q5286777,male given name,Polish,pl,Dobrogost
Dobromil (given name),Q16275545,male given name,English,en,Dobromil (given name)
Dobromir (given name),Q5286802,male given name,Bulgarian,bg,Добромир (име)
Dobromir (given name),Q5286802,male given name,English,en,Dobromir (given name)
Dobromir (given name),Q5286802,male given name,Spanish,es,Dobromir
